계수,이름,도면층,블록 단위,색상,위치 X,위치 Y,위치 Z,주석,회전,각도,길이,끝 X,끝 Y,끝 Z,델타 X,델타 Y,델타 Z,시작 X,시작 Y,시작 Z,면적,반지름,시작 각도,전체 각도,중심점 X,중심점 Y,중심점 Z,패턴 이름
1,선,DR,,ByLayer,,,,,,90.00,0.96,66.63,16.56,0.00,0.00,-0.96,0.00,66.63,17.52,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,64.70,17.52,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.05,53.27,16.56,0.00,-0.05,0.00,0.00,53.32,16.56,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,64.70,16.56,0.00,0.00,-0.96,0.00,64.70,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,64.74,16.56,0.00,0.00,-0.96,0.00,64.74,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,64.74,16.56,0.00,0.04,0.00,0.00,64.70,16.56,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,66.63,17.52,0.00,
1,선,DR,,ByLayer,,,,,,0.00,0.04,64.74,17.52,0.00,0.04,0.00,0.00,64.70,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,28.29,16.56,0.00,0.00,-0.96,0.00,28.29,17.52,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,26.36,17.52,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.05,14.93,16.56,0.00,-0.05,0.00,0.00,14.98,16.56,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,26.36,16.56,0.00,0.00,-0.96,0.00,26.36,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,26.40,16.56,0.00,0.00,-0.96,0.00,26.40,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,26.40,16.56,0.00,0.04,0.00,0.00,26.36,16.56,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,28.29,17.52,0.00,
1,선,DR,,ByLayer,,,,,,0.00,0.04,26.40,17.52,0.00,0.04,0.00,0.00,26.36,17.52,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,14.98,17.52,0.00,
1,선,DR,,ByLayer,,,,,,0.00,0.04,13.09,17.52,0.00,0.04,0.00,0.00,13.05,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,14.98,16.56,0.00,0.00,-0.96,0.00,14.98,17.52,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,13.05,17.52,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.04,14.93,17.52,0.00,-0.04,0.00,0.00,14.98,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,14.93,16.56,0.00,0.00,-0.96,0.00,14.93,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,13.09,16.56,0.00,0.00,-0.96,0.00,13.09,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,13.09,16.56,0.00,0.04,0.00,0.00,13.05,16.56,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,32.82,17.52,0.00,-0.04,0.00,0.00,32.87,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,32.82,16.56,0.00,0.00,-0.96,0.00,32.82,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,30.98,16.56,0.00,0.00,-0.96,0.00,30.98,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,30.98,16.56,0.00,0.04,0.00,0.00,30.94,16.56,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,46.71,16.56,0.00,0.00,-0.96,0.00,46.71,17.52,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,44.78,17.52,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.05,32.82,16.56,0.00,-0.05,0.00,0.00,32.87,16.56,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,44.78,16.56,0.00,0.00,-0.96,0.00,44.78,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,28.24,16.56,0.00,-0.05,0.00,0.00,28.29,16.56,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,30.94,16.56,0.00,0.00,-0.96,0.00,30.94,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,28.24,17.52,0.00,-0.04,0.00,0.00,28.29,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,28.24,16.56,0.00,0.00,-0.96,0.00,28.24,17.52,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,32.87,17.52,0.00,
1,선,DR,,ByLayer,,,,,,0.00,0.04,30.98,17.52,0.00,0.04,0.00,0.00,30.94,17.52,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,32.87,16.56,0.00,0.00,-0.96,0.00,32.87,17.52,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,30.94,17.52,0.00,
1,선,DR,,ByLayer,,,,,,90.00,0.05,42.65,36.30,0.00,0.00,0.00,0.00,42.65,36.30,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,1.00,42.65,36.30,0.00,0.00,0.00,0.00,42.65,36.30,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,44.05,32.82,0.00,
1,선,DR,,ByLayer,,,,,,0.00,1.00,42.65,36.30,0.00,0.00,0.00,0.00,42.65,36.30,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,1.00,37.51,35.30,0.00,0.00,0.00,0.00,37.51,35.30,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.05,37.51,35.30,0.00,0.00,0.00,0.00,37.51,35.30,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.05,42.65,36.30,0.00,0.00,0.00,0.00,42.65,36.30,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,42.65,36.30,0.00,
1,선,DR,,ByLayer,,,,,,0.00,0.05,37.11,32.82,0.00,0.05,0.00,0.00,37.06,32.82,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,37.11,32.82,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.05,37.06,33.82,0.00,-0.05,0.00,0.00,37.11,33.82,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,37.06,32.82,0.00,0.00,-1.00,0.00,37.06,33.82,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,44.00,32.82,0.00,0.00,-1.00,0.00,44.00,33.82,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,44.05,32.82,0.00,0.05,0.00,0.00,44.00,32.82,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,44.05,33.82,0.00,0.00,1.00,0.00,44.05,32.82,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,44.00,33.82,0.00,-0.05,0.00,0.00,44.05,33.82,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,66.53,36.88,0.00,-0.04,0.00,0.00,66.58,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,66.53,35.92,0.00,0.00,-0.96,0.00,66.53,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,64.69,35.92,0.00,0.00,-0.96,0.00,64.69,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,64.69,35.92,0.00,0.04,0.00,0.00,64.65,35.92,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,59.95,35.92,0.00,0.00,-0.96,0.00,59.95,36.88,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,58.02,36.88,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.05,66.53,35.92,0.00,-0.05,0.00,0.00,66.58,35.92,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,58.02,35.92,0.00,0.00,-0.96,0.00,58.02,36.88,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,37.51,35.30,0.00,
1,선,DR,,ByLayer,,,,,,90.00,0.96,64.65,35.92,0.00,0.00,-0.96,0.00,64.65,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,1.00,37.51,35.30,0.00,0.00,0.00,0.00,37.51,35.30,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.05,37.51,35.30,0.00,0.00,0.00,0.00,37.51,35.30,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,66.58,36.88,0.00,
1,선,DR,,ByLayer,,,,,,0.00,0.04,64.69,36.88,0.00,0.04,0.00,0.00,64.65,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,66.58,35.92,0.00,0.00,-0.96,0.00,66.58,36.88,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,64.65,36.88,0.00,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.97,92.67,87.33,31.47,22.30,0.00,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.97,0.00,87.33,31.47,22.30,0.00,
1,선,DR,,ByLayer,,,,,,90.00,0.05,49.19,24.23,0.00,0.00,0.00,0.00,49.19,24.23,0.00,,,,,,,,
3,선,DR,,ByLayer,,,,,,180.00,0.97,31.47,22.30,0.00,0.00,0.00,0.00,31.47,22.30,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.97,31.47,22.30,0.00,0.00,0.00,0.00,31.47,22.30,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.05,31.47,22.30,0.00,0.00,0.00,0.00,31.47,22.30,0.00,,,,,,,,
2,선,DR,,ByLayer,,,,,,90.00,0.04,31.47,22.30,0.00,0.00,0.00,0.00,31.47,22.30,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.04,31.47,22.30,0.00,0.00,0.00,0.00,31.47,22.30,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,49.19,24.23,0.00,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,49.19,24.23,0.00,
1,doorBlockBoth,DR,미터,ByLayer,49.19,24.23,0.00,,270.00,,,,,,,,,,,,,,,,,,,
2,선,DR,,ByLayer,,,,,,0.00,0.96,49.19,24.23,0.00,0.00,0.00,0.00,49.19,24.23,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.04,49.19,24.23,0.00,0.00,0.00,0.00,49.19,24.23,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.96,49.19,24.23,0.00,0.00,0.00,0.00,49.19,24.23,0.00,,,,,,,,
2,선,DR,,ByLayer,,,,,,90.00,0.04,49.19,24.23,0.00,0.00,0.00,0.00,49.19,24.23,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.96,49.19,24.23,0.00,0.00,0.00,0.00,49.19,24.23,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,20.66,22.15,0.00,0.00,1.00,0.00,20.66,21.15,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,20.61,22.15,0.00,-0.05,0.00,0.00,20.66,22.15,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,60.21,21.15,0.00,0.05,0.00,0.00,60.16,21.15,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,60.21,21.15,0.00,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,20.66,21.15,0.00,
1,선,DR,,ByLayer,,,,,,90.00,1.00,37.11,33.82,0.00,0.00,1.00,0.00,37.11,32.82,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,20.61,21.15,0.00,0.00,-1.00,0.00,20.61,22.15,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,20.66,21.15,0.00,0.05,0.00,0.00,20.61,21.15,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,63.23,21.15,0.00,0.00,-1.00,0.00,63.23,22.15,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,63.28,21.15,0.00,0.05,0.00,0.00,63.23,21.15,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,63.28,22.15,0.00,0.00,1.00,0.00,63.28,21.15,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,63.23,22.15,0.00,-0.05,0.00,0.00,63.28,22.15,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,60.16,22.15,0.00,-0.05,0.00,0.00,60.21,22.15,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,60.16,21.15,0.00,0.00,-1.00,0.00,60.16,22.15,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,63.28,21.15,0.00,
1,선,DR,,ByLayer,,,,,,90.00,1.00,60.21,22.15,0.00,0.00,1.00,0.00,60.21,21.15,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,57.24,41.48,0.00,0.00,0.96,0.00,57.24,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,57.24,41.48,0.00,-0.04,0.00,0.00,57.29,41.48,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,55.36,40.51,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.04,57.24,40.51,0.00,-0.04,0.00,0.00,57.29,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,55.40,41.48,0.00,0.05,0.00,0.00,55.36,41.48,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,63.90,41.48,0.00,0.00,0.96,0.00,63.90,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,55.40,40.51,0.00,0.04,0.00,0.00,55.36,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,55.40,41.48,0.00,0.00,0.96,0.00,55.40,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,48.75,40.51,0.00,0.04,0.00,0.00,48.71,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,48.75,41.48,0.00,0.00,0.96,0.00,48.75,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,50.59,41.48,0.00,0.00,0.96,0.00,50.59,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,50.59,41.48,0.00,-0.04,0.00,0.00,50.64,41.48,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,55.36,41.48,0.00,0.00,0.96,0.00,55.36,40.51,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,57.29,40.51,0.00,
1,선,DR,,ByLayer,,,,,,0.00,0.05,48.75,41.48,0.00,0.05,0.00,0.00,48.71,41.48,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,57.29,41.48,0.00,0.00,0.96,0.00,57.29,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,68.83,42.42,0.00,-0.05,0.00,0.00,68.88,42.42,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,68.83,41.42,0.00,0.00,-1.00,0.00,68.83,42.42,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,62.01,41.48,0.00,0.05,0.00,0.00,61.97,41.48,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,68.88,42.42,0.00,0.00,1.00,0.00,68.88,41.42,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,32.47,41.51,0.00,0.00,1.00,0.00,32.47,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,32.42,41.51,0.00,-0.05,0.00,0.00,32.47,41.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,68.88,41.42,0.00,0.05,0.00,0.00,68.83,41.42,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,68.88,41.42,0.00,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,61.97,40.51,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.04,63.85,40.51,0.00,-0.04,0.00,0.00,63.90,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,61.97,41.48,0.00,0.00,0.96,0.00,61.97,40.51,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,63.90,40.51,0.00,
1,선,DR,,ByLayer,,,,,,0.00,0.04,62.01,40.51,0.00,0.04,0.00,0.00,61.97,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,62.01,41.48,0.00,0.00,0.96,0.00,62.01,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,63.85,41.48,0.00,0.00,0.96,0.00,63.85,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,63.85,41.48,0.00,-0.04,0.00,0.00,63.90,41.48,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,53.32,36.88,0.00,
1,선,DR,,ByLayer,,,,,,0.00,0.04,51.43,36.88,0.00,0.04,0.00,0.00,51.39,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,53.32,35.92,0.00,0.00,-0.96,0.00,53.32,36.88,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,51.39,36.88,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.04,53.27,36.88,0.00,-0.04,0.00,0.00,53.32,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,53.27,35.92,0.00,0.00,-0.96,0.00,53.27,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,51.43,35.92,0.00,0.00,-0.96,0.00,51.43,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,51.43,35.92,0.00,0.04,0.00,0.00,51.39,35.92,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,58.06,35.92,0.00,0.00,-0.96,0.00,58.06,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.04,58.06,35.92,0.00,0.04,0.00,0.00,58.02,35.92,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,59.95,36.88,0.00,
1,선,DR,,ByLayer,,,,,,0.00,0.04,58.06,36.88,0.00,0.04,0.00,0.00,58.02,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,59.90,35.92,0.00,-0.05,0.00,0.00,59.95,35.92,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,51.39,35.92,0.00,0.00,-0.96,0.00,51.39,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.04,59.90,36.88,0.00,-0.04,0.00,0.00,59.95,36.88,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,59.90,35.92,0.00,0.00,-0.96,0.00,59.90,36.88,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,47.44,40.51,0.00,
1,선,DR,,ByLayer,,,,,,90.00,0.96,50.64,41.48,0.00,0.00,0.96,0.00,50.64,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,47.39,40.51,0.00,0.00,-1.00,0.00,47.39,41.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,47.44,40.51,0.00,0.05,0.00,0.00,47.39,40.51,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,0.00,87.33,48.71,40.51,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.04,50.59,40.51,0.00,-0.04,0.00,0.00,50.64,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,0.96,48.71,41.48,0.00,0.00,0.96,0.00,48.71,40.51,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.47,,,,,,,,,,0.24,0.96,92.67,87.33,50.64,40.51,0.00,
1,선,DR,,ByLayer,,,,,,180.00,0.05,42.74,41.51,0.00,-0.05,0.00,0.00,42.79,41.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,42.74,40.51,0.00,0.00,-1.00,0.00,42.74,41.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,53.27,35.92,0.00,-0.05,0.00,0.00,53.32,35.92,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,42.79,41.51,0.00,0.00,1.00,0.00,42.79,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,90.00,1.00,47.44,41.51,0.00,0.00,1.00,0.00,47.44,40.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,180.00,0.05,47.39,41.51,0.00,-0.05,0.00,0.00,47.44,41.51,0.00,,,,,,,,
1,선,DR,,ByLayer,,,,,,0.00,0.05,42.79,40.51,0.00,0.05,0.00,0.00,42.74,40.51,0.00,,,,,,,,
1,호,DR,,ByLayer,,,,,,,1.53,,,,,,,,,,0.26,1.00,92.58,87.42,42.79,40.51,0.00,
